final score,7017232: I am a gamer.,7017233: How many days per week do you game?,7017234: How often do you game in a team?,7017232: I am a gamer..1,7017233: How many days per week do you game?.1,7017234: How often do you game in a team?.1,7017235: List the top 5 games you play with the most frequent first.,7017236: Does your gaming make you a better team player? How?,CODE,Gamer Group
89,Computer Science,Senior,13,True,2.0,Some of the time,"The Legend of Zelda: The Minish Cap,Baldur's Gate 3,Animal Crossing,Cities Skylines,PUBG","Gaming does make me a better **team player** because in team-based games, you have to communicate about where the enemy is, or what you are doing, what resources you are collecting, what you are crafting, what enemy you are attacking, etc.",INT-GRP,Low Frequency
90,Computer Science,Junior,14,True,1.0,Always,"FIFA 23,Conflict of Nations World War 3,Minecraft,Warzone 2.0,Sea of Thieves","Yes, because I get to work with other people which I have sometimes never met or spoken with before. ",UNCODED,Low Frequency
48,Computer Science,Junior,12,True,3.0,Never,"Forza Horizon 5,Forza Horizon 4,Counter-Strike: Global Offensive,Call of Duty,League of Legends","I don't think I'm a good **team player** because I always have my own ideas, but I'm trying to fit in with the team.",INT-GRP,Low Frequency
95,Computer Science,Sophomore,13,True,4.0,Half of the time,"Minesweeper,Mario Kart Wii,Mahjongg,Geometry Dash,Minecraft","I think it does. Because playing a game in a team is much more interactive and rewarding, I think that it makes me both prefer to work in a team and perform better in a team.",UNCODED,High Frequency
82,Computer Science,Junior,13,True,5.0,Never,"Minecraft,Doom,Xonotic,Morrowind,SuperTuxKart","I typically play singleplayer games rather than multiplayer games, and that does not make me a better team player; indeed, it probably makes me a worse one. When I do play **cooperative** multiplayer games (most often Minecraft and Doom) I have to share resources with other players, listen to their ideas on strategy and give my own, and take roles in the team that complement the other players. This experience does apply to teamwork more generally, but I don't think I do it often enough to consider it a significant impact on my skills.",CLB-COP,High Frequency
82,Computer Science,Junior,13,True,5.0,Never,"Minecraft,Doom,Xonotic,Morrowind,SuperTuxKart","I typically play singleplayer games rather than multiplayer games, and that does not make me a better team player; indeed, it probably makes me a worse one. When I do play cooperative multiplayer games (most often Minecraft and Doom) I have to share resources with other players, listen to their ideas on strategy and give my own, and take roles in the team that complement the other players. This experience does apply to teamwork more generally, but I don't think I do it often enough to consider it a significant impact on my **skills**.",CLB-MNG,High Frequency
82,Computer Science,Junior,13,True,5.0,Never,"Minecraft,Doom,Xonotic,Morrowind,SuperTuxKart","I typically play singleplayer games rather than multiplayer games, and that does not make me a better team player; indeed, it probably makes me a worse one. When I do play cooperative multiplayer games (most often Minecraft and Doom) I have to share resources with other players, listen to their ideas on **strategy** and give my own, and take roles in the team that complement the other players. This experience does apply to teamwork more generally, but I don't think I do it often enough to consider it a significant impact on my skills.",PRO-STR,High Frequency
82,Computer Science,Junior,13,True,5.0,Never,"Minecraft,Doom,Xonotic,Morrowind,SuperTuxKart","I typically play singleplayer games rather than **multiplayer** games, and that does not make me a better **team player**; indeed, it probably makes me a worse one. When I do play cooperative **multiplayer** games (most often Minecraft and Doom) I have to share resources with other players, listen to their ideas on strategy and give my own, and take roles in the team that complement the other players. This experience does apply to **teamwork** more generally, but I don't think I do it often enough to consider it a significant impact on my skills.",INT-GRP,High Frequency
70,Computer Science,Senior,6,True,4.0,Some of the time,"Super Smash Bros Ultimate,Zelda Tears of the Kingdom,Skyrim,Rocket League,Mario Kart","Yes, particularly in games like Rocket League and Super Smash Bros. These games can heavily revolve around working with one or more people to achieve a **common goal**. If you leave your teammate behind and try to achieve the **goal** yourself, you both fail. ",PRO-GOL,High Frequency
96,Computer Science,Senior,17,True,7.0,Half of the time,"Terraria,Final Fantasy XIV,Factorio,Elden Ring,The Legend of Zelda: Tears of the Kingdom","Somewhat, I suppose. Final Fantasy XIV requires me to work in groups of 4, 8, or 24 for dungeons, trials, and alliance raids respectively. Individuals in these parties are mostly autonomous in typical content. Communication with random players is typically minimal, even in extreme and savage level content. A strategy is set up in party finder and everybody simply does their job.

I typically go into hard content with a few friends and a few random players picked up through party finder. My group does **callouts** for various mechanics via a Discord call and we help out the random players in-game via text if they're struggling in a fight. This is where I've become a better team player. We share advice, figure out strategies, etc. I wouldn't say it has made a world of difference, but it has helped me be slightly better at communication.",COM-CLR,High Frequency
96,Computer Science,Senior,17,True,7.0,Half of the time,"Terraria,Final Fantasy XIV,Factorio,Elden Ring,The Legend of Zelda: Tears of the Kingdom","Somewhat, I suppose. Final Fantasy XIV requires me to work in groups of 4, 8, or 24 for dungeons, trials, and alliance raids respectively. Individuals in these parties are mostly autonomous in typical content. Communication with random players is typically minimal, even in extreme and savage level content. A **strategy** is set up in party finder and everybody simply does their job.

I typically go into hard content with a few friends and a few random players picked up through party finder. My group does callouts for various mechanics via a Discord call and we help out the random players in-game via text if they're struggling in a fight. This is where I've become a better team player. We share advice, figure out strategies, etc. I wouldn't say it has made a world of difference, but it has helped me be slightly better at communication.",PRO-STR,High Frequency
96,Computer Science,Senior,17,True,7.0,Half of the time,"Terraria,Final Fantasy XIV,Factorio,Elden Ring,The Legend of Zelda: Tears of the Kingdom","Somewhat, I suppose. Final Fantasy XIV requires me to work in groups of 4, 8, or 24 for dungeons, trials, and alliance raids respectively. Individuals in these parties are mostly autonomous in typical content. Communication with random players is typically minimal, even in extreme and savage level content. A strategy is set up in party finder and everybody simply does their job.

I typically go into hard content with a few friends and a few random players picked up through party finder. My **group** does callouts for various mechanics via a Discord call and we help out the random players in-game via text if they're struggling in a fight. This is where I've become a better **team player**. We share advice, figure out strategies, etc. I wouldn't say it has made a world of difference, but it has helped me be slightly better at communication.",INT-GRP,High Frequency
96,Computer Science,Senior,17,True,7.0,Half of the time,"Terraria,Final Fantasy XIV,Factorio,Elden Ring,The Legend of Zelda: Tears of the Kingdom","Somewhat, I suppose. Final Fantasy XIV requires me to work in groups of 4, 8, or 24 for dungeons, trials, and alliance raids respectively. Individuals in these parties are mostly autonomous in typical content. Communication with random players is typically minimal, even in extreme and savage level content. A strategy is set up in party finder and everybody simply does their job.

I typically go into hard content with a few friends and a few random players picked up through party finder. My group does callouts for various mechanics via a Discord call and we **help** out the random players in-game via text if they're struggling in a fight. This is where I've become a better team player. We share advice, figure out strategies, etc. I wouldn't say it has made a world of difference, but it has helped me be slightly better at communication.",INT-OTH,High Frequency
91,Computer Science,Sophomore,13,True,7.0,Most of the time,"Zelda,GTA 5,COD,NBA 2K,Animal Crossing",Playing video games with a team makes me a better team player because it improves my communication and work skills. It requires active communication with my teammates to find ways to **coordinate** and provide critical in-game information and sharpens my teamwork skills for real-world situations. Adjusting to the different sports and personalities on the team gives me flexibility and teaches me to get along with others.,CLB-COP,High Frequency
91,Computer Science,Sophomore,13,True,7.0,Most of the time,"Zelda,GTA 5,COD,NBA 2K,Animal Crossing",Playing video games with a team makes me a better team player because it improves my communication and work **skills**. It requires active communication with my teammates to find ways to coordinate and provide critical in-game information and sharpens my teamwork **skills** for real-world situations. Adjusting to the different sports and personalities on the team gives me flexibility and teaches me to get along with others.,CLB-MNG,High Frequency
91,Computer Science,Sophomore,13,True,7.0,Most of the time,"Zelda,GTA 5,COD,NBA 2K,Animal Crossing",Playing video games with a team makes me a better team player because it improves my communication and work skills. It requires active communication with my teammates to find ways to coordinate and provide critical in-game information and sharpens my teamwork skills for real-world situations. **Adjusting** to the different sports and personalities on the team gives me flexibility and teaches me to get along with others.,PRO-ADP,High Frequency
91,Computer Science,Sophomore,13,True,7.0,Most of the time,"Zelda,GTA 5,COD,NBA 2K,Animal Crossing",Playing video games with a team makes me a better **team player** because it improves my communication and work skills. It requires active communication with my teammates to find ways to coordinate and provide critical in-game information and sharpens my **teamwork** skills for real-world situations. Adjusting to the different sports and personalities on the team gives me flexibility and teaches me to get along with others.,INT-GRP,High Frequency
92,Computer Science,Junior,6,True,1.0,Always,"Franbo,Night in the Woods,Undertale,Astroneers,Bridge Simulator",Yes it does because we can create a better **plan** with the increased brain power. We often have more **strategy** in a group. ,PRO-STR,Low Frequency
92,Computer Science,Junior,6,True,1.0,Always,"Franbo,Night in the Woods,Undertale,Astroneers,Bridge Simulator",Yes it does because we can create a better plan with the increased brain power. We often have more strategy in a **group**. ,INT-GRP,Low Frequency
87,Computer Science,Senior,13,True,7.0,Never,"Islanders,Minesweeper,Minecraft,,",The games I have been playing have been solo games. If they are making me a better **team player** it is indirectly. I'm not sure whether or not this is the case.,INT-GRP,High Frequency
87,Computer Science,Senior,13,True,7.0,Never,"Islanders,Minesweeper,Minecraft,,",The games I have been playing have been **solo games**. If they are making me a better team player it is indirectly. I'm not sure whether or not this is the case.,DEF-SLO,High Frequency
83,Computer Science,Senior,10,True,2.0,Most of the time,"League of Legends,Diablo 4,Counter Strike Global Offensive,Rust,Pokemon Go","I would say it helps with my communication and understanding of other people's opinions. In a game like League of Legends, if you fail to communicate with your team you will more than likely not get the help you need resulting in a lost position. If you fail to understand people's points of view and way of thinking it will create **tension** and resentment for your teammates which will also make you lose the match.",COM-PSR,Low Frequency
83,Computer Science,Senior,10,True,2.0,Most of the time,"League of Legends,Diablo 4,Counter Strike Global Offensive,Rust,Pokemon Go","I would say it helps with my communication and understanding of other people's opinions. In a game like League of Legends, if you fail to communicate with your team you will more than likely not get the **help** you need resulting in a lost position. If you fail to understand people's points of view and way of thinking it will create tension and resentment for your teammates which will also make you lose the match.",INT-OTH,Low Frequency
93,Computer Science,Senior,10,True,4.0,Most of the time,"baldurs gate 3,battlebit,six days in fallujah,payday 2,rainbow six siege","I believe I understand when playing games some times you either need to pick up the slack or try to be as useful as you can be when you are the one that is doing bad, but all around even in the worst case, I always try to be useful towards the end **goal**.",PRO-GOL,High Frequency
79,Computer Science,Senior,10,True,7.0,Most of the time,"Stardew,League of legends,Minecraft,Mario Kart,Phasmophobia","I believe so, in games you often have a common objective and have to learn to **cooperate** to achieve it.",CLB-COP,High Frequency
79,Computer Science,Senior,10,True,7.0,Most of the time,"Stardew,League of legends,Minecraft,Mario Kart,Phasmophobia","I believe so, in games you often have a common **objective** and have to learn to cooperate to achieve it.",PRO-GOL,High Frequency
94,Computer Science,Senior,10,True,3.0,Some of the time,"Need for Speed,Minecraft,F1,Pokemon,Mario Kart",I would say so. Back in high school I played a lot of team-based games and there was lots of moments that I felt I learned what I needed in order to communicate better with others. ,UNCODED,Low Frequency
88,Computer Science,Senior,10,True,2.0,Most of the time,"Team Fortress 2,Terraria,Minecraft,Factorio,Garry's Mod","    My gaming does make me a better team player because I tend to play coop games, and they really teach the value of **cooperation**, specialization, and communication.
    I usually play Terraria in multiplayer, and it is a game based heavily off of progression of a world state in addition to the individual through the **collaborative** defeat of (mostly) progressively harder and more powerful bosses, requiring not only **coordination** when fighting them on harder difficulties, but **collaboration** in acquiring the proper equipment for each player.
    Team fortress 2 is more towards the more standard team based shooter format, pretty much all of which make **team coordination** and communication tantamount to achieving victory, and it is no exception. Specialization is important in Team Fortress 2 because each class in the game has a role to play in the team, without one member a team can easily be countered by multiple strategies by their enemy.",CLB-COP,Low Frequency
88,Computer Science,Senior,10,True,2.0,Most of the time,"Team Fortress 2,Terraria,Minecraft,Factorio,Garry's Mod","    My gaming does make me a better team player because I tend to play coop games, and they really teach the value of cooperation, specialization, and communication.
    I usually play Terraria in multiplayer, and it is a game based heavily off of progression of a world state in addition to the individual through the collaborative defeat of (mostly) progressively harder and more powerful bosses, requiring not only coordination when fighting them on harder difficulties, but collaboration in acquiring the proper equipment for each player.
    Team fortress 2 is more towards the more standard team based shooter format, pretty much all of which make team coordination and communication tantamount to achieving victory, and it is no exception. Specialization is important in Team Fortress 2 because each class in the game has a **role** to play in the team, without one member a team can easily be countered by multiple strategies by their enemy.",CLB-MNG,Low Frequency
88,Computer Science,Senior,10,True,2.0,Most of the time,"Team Fortress 2,Terraria,Minecraft,Factorio,Garry's Mod","    My gaming does make me a better **team player** because I tend to play coop games, and they really teach the value of cooperation, specialization, and communication.
    I usually play Terraria in **multiplayer**, and it is a game based heavily off of progression of a world state in addition to the individual through the collaborative defeat of (mostly) progressively harder and more powerful bosses, requiring not only coordination when fighting them on harder difficulties, but collaboration in acquiring the proper equipment for each player.
    Team fortress 2 is more towards the more standard team based shooter format, pretty much all of which make team coordination and communication tantamount to achieving victory, and it is no exception. Specialization is important in Team Fortress 2 because each class in the game has a role to play in the team, without one member a team can easily be countered by multiple strategies by their enemy.",INT-GRP,Low Frequency
97,Computer Science,Senior,10,True,6.0,Most of the time,",League of Legends,,,",The game Is based around team play and working with a team. It is imperative that you work well with your team otherwise you will not succeed. ,UNCODED,High Frequency
98,Computer Science,Senior,10,True,6.0,Some of the time,"Diablo 4,GTA 5,Witcher 3,Skyrim,Fallout 4","From gaming, I've learned patience, coordination, communication and how to compromise. All of this skills directly translate to working together as a team. The many encounters with many different personalities I've had online have shown me that to work effectively as you a team, you have to be patient with your teammates. Flying off the handle as soon as you run into any conflict will get the team nowhere and end up delaying progress. So, you have to be patient and communicate with your teammates to reach a solution that works for all parties involved, or at least as many as it is possible to satisfy. Once you've reached a solution to your team's problem, be it fighting a raid boss or solving a puzzle that requires multiple players, it takes **effective communication** to coordinate and carry out the plan. This is even more true when the team is under a deadline, usually in a game that deadline is minutes. From the multitude of team based end-game content, which is usually very difficult, I believe that I've improved upon my communication skills greatly. This in turn has increased my ability to coordinate with a group and practice/work patiently with them until we are able to effectively reach our goal.",COM-EFF,High Frequency
98,Computer Science,Senior,10,True,6.0,Some of the time,"Diablo 4,GTA 5,Witcher 3,Skyrim,Fallout 4","From gaming, I've learned patience, **coordination**, communication and how to compromise. All of this skills directly translate to **working together** as a team. The many encounters with many different personalities I've had online have shown me that to work effectively as you a team, you have to be patient with your teammates. Flying off the handle as soon as you run into any conflict will get the team nowhere and end up delaying progress. So, you have to be patient and communicate with your teammates to reach a solution that works for all parties involved, or at least as many as it is possible to satisfy. Once you've reached a solution to your team's problem, be it fighting a raid boss or solving a puzzle that requires multiple players, it takes effective communication to **coordinate** and carry out the plan. This is even more true when the team is under a deadline, usually in a game that deadline is minutes. From the multitude of team based end-game content, which is usually very difficult, I believe that I've improved upon my communication skills greatly. This in turn has increased my ability to **coordinate** with a group and practice/work patiently with them until we are able to effectively reach our goal.",CLB-COP,High Frequency
98,Computer Science,Senior,10,True,6.0,Some of the time,"Diablo 4,GTA 5,Witcher 3,Skyrim,Fallout 4","From gaming, I've learned patience, coordination, communication and how to compromise. All of this **skills** directly translate to working together as a team. The many encounters with many different personalities I've had online have shown me that to work effectively as you a team, you have to be patient with your teammates. Flying off the handle as soon as you run into any conflict will get the team nowhere and end up delaying progress. So, you have to be patient and communicate with your teammates to reach a solution that works for all parties involved, or at least as many as it is possible to satisfy. Once you've reached a solution to your team's problem, be it fighting a raid boss or solving a puzzle that requires multiple players, it takes effective communication to coordinate and carry out the plan. This is even more true when the team is under a deadline, usually in a game that deadline is minutes. From the multitude of team based end-game content, which is usually very difficult, I believe that I've improved upon my communication **skills** greatly. This in turn has increased my ability to coordinate with a group and practice/work patiently with them until we are able to effectively reach our goal.",CLB-MNG,High Frequency
98,Computer Science,Senior,10,True,6.0,Some of the time,"Diablo 4,GTA 5,Witcher 3,Skyrim,Fallout 4","From gaming, I've learned patience, coordination, communication and how to compromise. All of this skills directly translate to working together as a team. The many encounters with many different personalities I've had online have shown me that to work effectively as you a team, you have to be patient with your teammates. Flying off the handle as soon as you run into any conflict will get the team nowhere and end up delaying progress. So, you have to be patient and communicate with your teammates to reach a solution that works for all parties involved, or at least as many as it is possible to satisfy. Once you've reached a solution to your team's problem, be it fighting a raid boss or solving a puzzle that requires multiple players, it takes effective communication to coordinate and carry out the **plan**. This is even more true when the team is under a deadline, usually in a game that deadline is minutes. From the multitude of team based end-game content, which is usually very difficult, I believe that I've improved upon my communication skills greatly. This in turn has increased my ability to coordinate with a group and practice/work patiently with them until we are able to effectively reach our goal.",PRO-STR,High Frequency
98,Computer Science,Senior,10,True,6.0,Some of the time,"Diablo 4,GTA 5,Witcher 3,Skyrim,Fallout 4","From gaming, I've learned patience, coordination, communication and how to compromise. All of this skills directly translate to working together as a team. The many encounters with many different personalities I've had online have shown me that to work effectively as you a team, you have to be patient with your teammates. Flying off the handle as soon as you run into any conflict will get the team nowhere and end up delaying progress. So, you have to be patient and communicate with your teammates to reach a solution that works for all parties involved, or at least as many as it is possible to satisfy. Once you've reached a solution to your team's problem, be it fighting a raid boss or solving a puzzle that requires multiple players, it takes effective communication to coordinate and carry out the plan. This is even more true when the team is under a deadline, usually in a game that deadline is minutes. From the multitude of team based end-game content, which is usually very difficult, I believe that I've improved upon my communication skills greatly. This in turn has increased my ability to coordinate with a group and practice/work patiently with them until we are able to effectively reach our **goal**.",PRO-GOL,High Frequency
98,Computer Science,Senior,10,True,6.0,Some of the time,"Diablo 4,GTA 5,Witcher 3,Skyrim,Fallout 4","From gaming, I've learned patience, coordination, communication and how to compromise. All of this skills directly translate to working together as a team. The many encounters with many different personalities I've had online have shown me that to work effectively as you a team, you have to be patient with your teammates. Flying off the handle as soon as you run into any conflict will get the team nowhere and end up delaying progress. So, you have to be patient and communicate with your teammates to reach a solution that works for all parties involved, or at least as many as it is possible to satisfy. Once you've reached a solution to your team's problem, be it fighting a raid boss or solving a puzzle that requires multiple players, it takes effective communication to coordinate and carry out the plan. This is even more true when the team is under a deadline, usually in a game that deadline is minutes. From the multitude of team based end-game content, which is usually very difficult, I believe that I've improved upon my communication skills greatly. This in turn has increased my ability to coordinate with a **group** and practice/work patiently with them until we are able to effectively reach our goal.",INT-GRP,High Frequency
98,Computer Science,Senior,10,True,6.0,Some of the time,"Diablo 4,GTA 5,Witcher 3,Skyrim,Fallout 4","From gaming, I've learned **patience**, coordination, communication and how to compromise. All of this skills directly translate to working together as a team. The many encounters with many different personalities I've had online have shown me that to work effectively as you a team, you have to be **patient** with your teammates. Flying off the handle as soon as you run into any conflict will get the team nowhere and end up delaying progress. So, you have to be **patient** and communicate with your teammates to reach a solution that works for all parties involved, or at least as many as it is possible to satisfy. Once you've reached a solution to your team's problem, be it fighting a raid boss or solving a puzzle that requires multiple players, it takes effective communication to coordinate and carry out the plan. This is even more true when the team is under a deadline, usually in a game that deadline is minutes. From the multitude of team based end-game content, which is usually very difficult, I believe that I've improved upon my communication skills greatly. This in turn has increased my ability to coordinate with a group and practice/work patiently with them until we are able to effectively reach our goal.",INT-PAT,High Frequency
74,Computer Science,Senior,10,True,2.0,Most of the time,",valorant,,,",I suppose it probably increase communication skills and group **coordination**.,CLB-COP,Low Frequency
74,Computer Science,Senior,10,True,2.0,Most of the time,",valorant,,,",I suppose it probably increase communication **skills** and group coordination.,CLB-MNG,Low Frequency
74,Computer Science,Senior,10,True,2.0,Most of the time,",valorant,,,",I suppose it probably increase communication skills and **group** coordination.,INT-GRP,Low Frequency
78,Computer Science,Senior,10,True,3.0,Half of the time,"Civilization V,Stronghold HD,Tears of the Kingdom,CSGO,The Forest","Gaming often helps me be a better team player. Playing games with friends or people online requires you to communicate, and then to coordinate **quickly** off of our communication. This comes in many shapes or forms. In CSGO I must coordinate and communicate to win, because without either the chances of winning are much lower. In games like The Forest, when we are not just mindlessly clicking away, we are planning defenses and fortifications together. We also find a way to divy up the “labor” in the best way. Depending on our likes and dislikes we coordinate our respective job to fortify/repair the base before nightfall, or we miss the “deadline”, or sundown, and have to live with our poorly executed plan. I also think gaming can have a tendency to bring the worst out of people. They can become toxic and bitter towards their team members. ",COM-EFF,Low Frequency
78,Computer Science,Senior,10,True,3.0,Half of the time,"Civilization V,Stronghold HD,Tears of the Kingdom,CSGO,The Forest","Gaming often helps me be a better team player. Playing games with friends or people online requires you to communicate, and then to **coordinate** quickly off of our communication. This comes in many shapes or forms. In CSGO I must **coordinate** and communicate to win, because without either the chances of winning are much lower. In games like The Forest, when we are not just mindlessly clicking away, we are planning defenses and fortifications together. We also find a way to divy up the “labor” in the best way. Depending on our likes and dislikes we **coordinate** our respective job to fortify/repair the base before nightfall, or we miss the “deadline”, or sundown, and have to live with our poorly executed plan. I also think gaming can have a tendency to bring the worst out of people. They can become toxic and bitter towards their team members. ",CLB-COP,Low Frequency
78,Computer Science,Senior,10,True,3.0,Half of the time,"Civilization V,Stronghold HD,Tears of the Kingdom,CSGO,The Forest","Gaming often helps me be a better team player. Playing games with friends or people online requires you to communicate, and then to coordinate quickly off of our communication. This comes in many shapes or forms. In CSGO I must coordinate and communicate to win, because without either the chances of winning are much lower. In games like The Forest, when we are not just mindlessly clicking away, we are **planning** defenses and fortifications together. We also find a way to divy up the “labor” in the best way. Depending on our likes and dislikes we coordinate our respective job to fortify/repair the base before nightfall, or we miss the “deadline”, or sundown, and have to live with our poorly executed **plan**. I also think gaming can have a tendency to bring the worst out of people. They can become toxic and bitter towards their team members. ",PRO-STR,Low Frequency
78,Computer Science,Senior,10,True,3.0,Half of the time,"Civilization V,Stronghold HD,Tears of the Kingdom,CSGO,The Forest","Gaming often helps me be a better **team player**. Playing games with friends or people online requires you to communicate, and then to coordinate quickly off of our communication. This comes in many shapes or forms. In CSGO I must coordinate and communicate to win, because without either the chances of winning are much lower. In games like The Forest, when we are not just mindlessly clicking away, we are planning defenses and fortifications together. We also find a way to divy up the “labor” in the best way. Depending on our likes and dislikes we coordinate our respective job to fortify/repair the base before nightfall, or we miss the “deadline”, or sundown, and have to live with our poorly executed plan. I also think gaming can have a tendency to bring the worst out of people. They can become toxic and bitter towards their team members. ",INT-GRP,Low Frequency
78,Computer Science,Senior,10,True,3.0,Half of the time,"Civilization V,Stronghold HD,Tears of the Kingdom,CSGO,The Forest","Gaming often helps me be a better team player. Playing games with friends or people online requires you to communicate, and then to coordinate quickly off of our communication. This comes in many shapes or forms. In CSGO I must coordinate and communicate to win, because without either the chances of winning are much lower. In games like The Forest, when we are not just mindlessly clicking away, we are planning defenses and fortifications together. We also find a way to divy up the “labor” in the best way. Depending on our likes and dislikes we coordinate our respective job to fortify/repair the base before nightfall, or we miss the “deadline”, or sundown, and have to live with our poorly executed plan. I also think gaming can have a tendency to bring the worst out of people. They can become **toxic** and bitter towards their team members. ",DEF-ISO,Low Frequency
86,Computer Science,Senior,10,True,7.0,Most of the time,"League of Legends,Street Fighter 6,Valorant,APEX,Day by Daylight","Of course, no one want to lose a game. In order to win a game, communication is the key in many games, especially in shooting game, keeping communicating with my teammates is important.",UNCODED,High Frequency
83,Computer Science,Senior,10,True,7.0,Never,"Miitopia,Pokemon Games,Game Creators,Wario Land Shake It!,Mario Kart Games",Not really. I don't really play **multiplayer** games that frequently. The only ones that come to mind are competition-based ones.,INT-GRP,High Frequency
70,Computer Science,Senior,0,True,4.0,Never,"Anno 1800,Cyberpunk,Beat Saber,,",It depends on what type of games I am playing and how on my team. Team games are beneficial for me when I am playing consistently with the same team that communicate with each other to reach a **shared goal**.,PRO-GOL,High Frequency
